ИНДЕКС;SET;№ ВЕРХ;№ НИЗ;Поставщик;Категория ВЕРХ;Группа;Наименование НИЗ;Доп. описание;PB/PG-номер НИЗ;KKS-код НИЗ;Ед. изм.;Кол-во НИЗ;Столбец1;Цена ВЕРХ;ИТОГО ВЕРХ;Цена НИЗ;Итого НИЗ;Статус;Дата доставки;Упаковочный;Ящик;поз.;Вес;Длина;Ширина;Высота;
664;1;R3.1.576;1811.1.493;Зульцер (Х/1811/2022);Малые детали;Маслопроводы системы смазки ГТ;Уплотнение;;PB0000001029;отсутствует;шт.;1;; € 3,29 ; € 3,29 ; € 4,00 ; € 4,00 ;;;;;;;;;;
665;1;R3.1.577;1811.1.494;Зульцер (Х/1811/2022);Малые детали;Маслопроводы системы смазки ГТ;Уплотнение;;PB0000000982;отсутствует;шт.;1;; € 3,29 ; € 3,29 ; € 4,00 ; € 4,00 ;;;;;;;;;;
666;1;R3.1.578;1811.1.495;Зульцер (Х/1811/2022);Малые детали;Маслопроводы системы смазки ГТ;Уплотнение;;PB0000000988;отсутствует;шт.;1;; € 2,47 ; € 2,47 ; € 3,00 ; € 3,00 ;;;;;;;;;;
667;1;R3.1.579;1811.1.496;Зульцер (Х/1811/2022);Малые детали;Маслопроводы системы смазки ГТ;Пробка резьбовая;;PB0000000430;отсутствует;шт.;1;; € 10,68 ; € 10,68 ; € 13,00 ; € 13,00 ;;;;;;;;;;
668;1;R3.1.580;1811.1.497;Зульцер (Х/1811/2022);Малые детали;Маслопроводы системы смазки, маслоохладитель;Уплотнение;;PB0000001025;отсутствует;шт.;3;; € 3,29 ; € 9,86 ; € 4,00 ; € 12,00 ;;;;;;;;;;
669;1;R3.1.581;1811.1.498;Зульцер (Х/1811/2022);Малые детали;Маслопроводы системы смазки, маслоохладитель;Уплотнение;;PB0000001069;отсутствует;шт.;4;; € 4,11 ; € 16,43 ; € 5,00 ; € 20,00 ;;;;;;;;;;
670;1;R3.1.582;1811.1.499;Зульцер (Х/1811/2022);Малые детали;Выхлопной диффузор;Уплотнение;;PB0000009220;MBA__HA001G020;шт.;3;; € 2,47 ; € 7,40 ; € 3,00 ; € 9,00 ;;;;;;;;;;
671;1;R3.1.583;1811.1.500;Зульцер (Х/1811/2022);Малые детали;Выхлопной диффузор;Пробка резьбовая;;PB0000000709;MBA__HA001G021;шт.;1;; € 19,72 ; € 19,72 ; € 24,00 ; € 24,00 ;;;;;;;;;;
672;1;R3.1.584;1811.1.501;Зульцер (Х/1811/2022);Малые детали;Выхлопной диффузор;Уплотнение;;PB0000009175;MBA__HA001G023;шт.;3;; € 16,43 ; € 49,30 ; € 20,00 ; € 60,00 ;;;;;;;;;;
673;1;R3.1.585;1811.1.502;Зульцер (Х/1811/2022);Малые детали;Выхлопной диффузор;Пробка резьбовая;;PB0000009360;MBA__HA001G024;шт.;2;; € 43,55 ; € 87,10 ; € 53,00 ; € 106,00 ;;;;;;;;;;
